legal ref nr,Formality_name,LGSL_ID,Legislation,Numeric_Admins,New code?
49140364,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
49140366,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
49140368,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
49140369,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
49140370,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
49140371,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
49140372,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
49140373,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
49130158,Commercial (Non-Domestic) Energy Assessor ,1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130159,Commercial (Non-Domestic) Energy Assessor ,1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130161,Commercial (Non-Domestic) Energy Assessor,1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130163,Commercial (Non-Domestic) Energy Assessor ,1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130164,Commercial (Non-Domestic) Energy Assessor ,1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130166,Commercial (Non-Domestic) Energy Assessor ,1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130168,Commercial (Non-Domestic) Energy Assessor ,1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130169,Commercial (Non-Domestic) Energy Assessor ,1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130170,Commercial (Non-Domestic) Energy Assessor ,1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130171,Commercial (Non-Domestic) Energy Assessor ,1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130172,Commercial (Non-Domestic) Energy Assessor ,1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130173,Commercial (Non-Domestic) Energy Assessor ,1316,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1316-5-1
49130358,Commercial (Non-Domestic) Energy Assessor ,1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
49130359,Commercial (Non-Domestic) Energy Assessor ,1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
49130361,Commercial (Non-Domestic) Energy Assessor,1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
49130363,Commercial (Non-Domestic) Energy Assessor ,1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
49130364,Commercial (Non-Domestic) Energy Assessor ,1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
49130366,Commercial (Non-Domestic) Energy Assessor ,1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
49130368,Commercial (Non-Domestic) Energy Assessor ,1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
49130369,Commercial (Non-Domestic) Energy Assessor ,1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
49130370,Commercial (Non-Domestic) Energy Assessor ,1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
49130371,Commercial (Non-Domestic) Energy Assessor ,1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
49130372,Commercial (Non-Domestic) Energy Assessor ,1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
49130373,Commercial (Non-Domestic) Energy Assessor ,1316,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1316-4-1
1950301,Raised structures,1343,Civic Government (Scotland) Act 1982,3,remove
1960301,Certificate of fitness for properties built before 1945,1344,"The Private Tenancies (Northern Ireland) Order 2006, Article 33(3), (4) & (5)-",4,remove
2010301,Consents for leaflet distribution,1348,Clean Neighbourhood and Environment Act 2005,5,remove
2060301,"Licenses and consents for structures over, along and under the highway",1354,"Highways Act 1980, Sections 176-180",5,remove
8888881,Testing import 1 intially Mode 1,8891,--- Test legislation  ABCD----,1,remove
8888882,Testing import 2 initailly mode1,8892,--- Test legislation DEFG ----,1,remove
8888883,Testing import 3 initially Mode 2,8893,--- Test legislation HIJK----,1,remove
8888884,Testing import 4 initially Mode 2,8894,--- Test legislation LMNO----,1,remove
49130257,Energy assessors - Non-Domestic,9993,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49130259,Energy assessors - Non-Domestic,9993,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49130260,Energy assessors - Non-Domestic,9993,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49130261,Energy assessors - Non-Domestic,9993,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49130263,Energy assessors - Non-Domestic,9993,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49130264,Energy assessors - Non-Domestic,9993,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49130265,Energy assessors - Non-Domestic,9993,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49130269,Energy assessors - Non-Domestic,9993,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49130270,Energy assessors - Non-Domestic,9993,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49130272,Energy assessors - Non-Domestic,9993,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49130273,Energy assessors - Non-Domestic,9993,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49110257,Energy assessors - Domestic,9994,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49110259,Energy assessors - Domestic,9994,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49110260,Energy assessors - Domestic,9994,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49110262,Energy assessors - Domestic,9994,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49110263,Energy assessors - Domestic,9994,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49110264,Energy assessors - Domestic,9994,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49110269,Energy assessors - Domestic,9994,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49110270,Energy assessors - Domestic,9994,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
49110272,Energy assessors - Domestic,9994,Energy Performance of Buildings (Scotland) Regulations 2008,3,ignore
9999995,Application to Test out the PSC,9995,Provision of Services Regulations 2009 Test Version,7,remove
9999996,Application to Test out the PSC,9996,Provision of Services Regulations 2009 Test Version,7,remove
9999997,Application to run a PSC demonstration,9997,Provision of Services Regulations 2009,7,remove
9999998,Application to run a PSC demonstration,9998,Provision of Services Regulations 2009,7,remove
49110359,Domestic Energy Assessor - Existing Buildings,9998,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49110363,Domestic Energy Assessor - Existing Buildings,9998,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49110364,Domestic Energy Assessor - Existing Buildings,9998,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49110366,Domestic Energy Assessor - Existing Buildings,9998,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49110369,Domestic Energy Assessor - Existing Buildings,9998,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49110370,Domestic Energy Assessor - Existing Buildings,9998,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49110371,Domestic Energy Assessor - Existing Buildings,9998,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49110372,Domestic Energy Assessor - Existing Buildings,9998,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49110373,Domestic Energy Assessor - Existing Buildings,9998,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120359,On-Construction Domestic Energy Assessor (OCDEA),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120360,On-Construction Domestic Energy Assessor (OCDEA),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120361,On-Construction Domestic Energy Assessor (OCDEA),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120363,On-Construction Domestic Energy Assessor (OCDEA),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120364,On-Construction Domestic Energy Assessor (OCDEA),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120366,On-Construction Domestic Energy Assessor (OCDEA),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120367,On-Construction Domestic Energy Assessor (OCDEA),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120368,On-Construction Domestic Energy Assessor (OCDEA),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120369,On-Construction Domestic Energy Assessor (OCDEA),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120370,On-Construction Domestic Energy Assessor (OCDEA),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120371,On-Construction Domestic Energy Assessor (OCDEA),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120372,On-Construction Domestic Energy Assessor (OCDEA),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
49120373,On-Construction Domestic Energy Assessor (OCDEA),9999,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,ignore
,Our new licence,8001,,7,8001-7-1
